pathway,beta_FXS,beta_Drug_BAY,beta_Drug_BPN,beta_Drug_BP,beta_FXS_Drug_BAY,beta_FXS_Drug_BPN,beta_FXS_Drug_BP,p_FXS,p_Drug_BAY,p_Drug_BPN,p_Drug_BP,p_FXS_Drug_BAY,p_FXS_Drug_BPN,p_FXS_Drug_BP,combined_p_BAY,combined_p_BPN,combined_p_BP,padj_FXS,Biodomain
GOBP_CELLULAR_RESPONSE_TO_TESTOSTERONE_STIMULUS,-0.426815457115104,-0.285191754932482,-0.0623958956709713,-0.381176431729645,0.494942098828222,0.0770428312099651,0.241319817201876,0.0004689532798534,0.0107682672217652,0.566836081664491,0.0008352587760876,0.0020089212316678,0.61693445331496,0.120524130985328,0.0498601784512209,0.0001961676187966,3.05818596640309e-07,0.015386342502853608,Lipid Metabolism
GOBP_REGULATION_OF_HISTONE_H3_K14_ACETYLATION,-0.667871679706309,-0.272948013390028,0.078162323812809,-0.434045763403719,0.595381978674803,0.164445021975888,0.453373859920015,4.301038640426321e-09,0.0072106121852747,0.429603253754207,3.97941486053563e-05,6.34392317104952e-05,0.241354362057379,0.0017849584066407,0.0004429055265456,1.52573234181846e-05,4.2327913523227695e-11,6.26055070204422e-06,Epigenetic
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION,0.368628923079003,0.126404135761201,0.0843979066163046,0.0021374236586909,-0.0624108304468515,-0.291829904630489,-0.136677937901666,0.0037082918923326,0.126368506396943,0.304823419663734,0.979175312361734,0.590377843653623,0.014027974230773,0.240611824347465,3.43098439024299e-05,0.122679571200602,0.0249850934383543,0.049250605561219345,Epigenetic
GOBP_CELLULAR_RESPONSE_TO_ACIDIC_PH,-0.525664783420452,-0.0798852647527362,-0.0139895812781582,-0.144002721849021,0.124324122890016,0.110996029473545,0.125152658723156,0.0032510017173831,0.359000014799864,0.87194791615868,0.100871520280015,0.313131506806023,0.367420416797846,0.309945000651381,0.0002357800037166,0.0010545961936355,3.1707195879055e-05,0.04522110719355043,unknown
GOBP_CELLULAR_RESPONSE_TO_STEROL_DEPLETION,-0.644863899594768,-0.175780362447284,0.0109366922314072,-0.279134301458608,0.426577026356173,0.0449817551135467,0.151735356664005,0.0006159503399245,0.0515573223204334,0.902051164582409,0.0025130971598392,0.0011718053182547,0.720527605327627,0.230078432486068,0.0021465048886324,4.49712507681814e-06,1.80180728650918e-09,0.017678758519416526,Lipid Metabolism
GOBP_ECTODERMAL_PLACODE_DEVELOPMENT,-0.448253565848781,0.0149903634879844,-0.0641287035110599,-0.049719744960564,0.0232804898912328,-0.0073505635786481,-0.0729877402886653,0.0006779442920068,0.860519283588337,0.453240354043611,0.560533522321279,0.84699363275573,0.95141315578393,0.545768674041387,8.8824984529133e-05,6.7503575845408e-07,4.81174705416392e-08,0.01849769244408191,unknown
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,-0.493790828720096,-0.103538432204407,0.155173718237167,-0.31581306390606,0.396476382891827,-0.143050033890552,0.209757890018304,6.83023420626665e-08,0.205499773784672,0.0597157939512722,0.000232273882735,0.0009568585564943,0.216011073547144,0.0715658568410724,0.0130940506792261,2.67829581545213e-09,1.26210847464066e-13,4.2315309800235504e-05,Proteostasis
GOBP_TAIL_ANCHORED_MEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE,-0.764046460825318,-0.254547424889155,0.163152356131528,-0.484578975331962,0.694414487465114,0.0027515456010753,0.397330531308274,5.349881914014241e-09,0.0282428946282478,0.15507360598727,6.52594638366381e-05,5.34926313270877e-05,0.986363666040289,0.0158727059134192,0.0042510982787371,1.32790143664834e-07,6.02784832261292e-14,6.26055070204422e-06,Proteostasis
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,-0.33255212230483,-0.0236742755733595,0.0510670637854123,-0.159075312490133,0.102932257565827,-0.0579744459805531,0.147684706507492,4.67043844413055e-09,0.631392512015354,0.302306528320431,0.0019019537612281,0.14321838862954,0.406953893302204,0.0373238987612721,2.49795631684684e-07,4.7635861687325e-12,2.4921673235850897e-12,6.26055070204422e-06,unknown
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE,-0.434181965313739,0.0032883395949088,0.178720124510571,-0.372420882911764,0.247635637805722,-0.140984548572818,0.188551545036483,1.56995637435591e-05,0.9691009662792,0.0386731079867047,4.42797921247552e-05,0.0426373167410218,0.242954082088942,0.120026810833257,0.0343059853543429,4.68140029219009e-06,9.47614357089794e-13,0.001997190083987233,Proteostasis
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,-0.692076707317597,-0.116171871459322,0.080425121298529,-0.254176649691798,0.26113724913677,-0.0934047596194456,0.134108621932773,8.95842886123469e-05,0.104848606163444,0.258817008234533,0.0006402724903144,0.0111977168696022,0.35292514830104,0.183953547235553,1.53684842673773e-07,1.3501881321516799e-11,6.68051654377428e-15,0.005971529921931883,Proteostasis
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION,-1.02345546668497,0.115653164416441,0.217394506636887,-0.2770730531773,0.0475302507038632,-0.0892198570888566,0.409951302881107,1.06111439972163e-05,0.242394503999337,0.0302577289145705,0.0063480949552096,0.732720006787032,0.522000636841632,0.0044087124676332,1.2457220452611801e-10,2.1497723634704696e-11,2.7327831404169597e-11,0.00151022389971192,Mitochondrial Metabolism
GOBP_T_CELL_EXTRAVASATION,-0.430358827478901,-0.0119691257979744,0.0472775416355891,-0.0800545786026967,0.24050984549627,0.0816430349048652,0.139984452818669,0.0007036760420194,0.905199788308292,0.638345191310123,0.426905033279958,0.0944307817424026,0.566190771359413,0.326594698569766,0.0672572892333935,0.0062714750199736,0.0007828153739768,0.01885780171640794,Immune Response
GOBP_PROTEIN_K6_LINKED_UBIQUITINATION,0.542864749330238,0.133405622853556,0.256871906821186,-0.0271968687716667,0.0596669481259959,-0.387038793522609,-0.0386088926969442,0.0013523882839629,0.187716463667572,0.0128087743654763,0.786813917213322,0.674943890014329,0.0082186319706081,0.786020963844915,2.046244342478e-08,0.0016615978177848,0.0002776346623673,0.028429847119156214,Proteostasis
GOBP_ENDOTHELIN_RECEPTOR_SIGNALING_PATHWAY,-0.813881648566581,-0.0132951444577104,-0.176528621021611,-0.0742349804592655,0.0044381154676239,0.125328933349474,0.0768699480807754,3.03180910744302e-05,0.858724504549494,0.0208353117286493,0.322212786466779,0.966482425902806,0.238115369734213,0.467712470228597,3.5318333221714304e-14,1.6240284606069101e-15,7.93889927460771e-14,0.0028656448742818957,Immune Response
GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION,-0.631570049402221,-0.251732484334686,0.145531477753476,-0.497914334962474,0.580667103477903,-0.200114849788706,0.222190595760832,0.0006489573874889,0.0465394483110174,0.244633022150024,0.0001648780358861,0.0015577651865291,0.257793059716394,0.209514333128659,0.042702810263241,4.33076833458128e-06,1.23437400898398e-09,0.01812949391255463,Proteostasis
GOBP_COPII_COATED_VESICLE_BUDDING,-0.687109417061566,-0.108013805373576,0.0636657968361817,-0.306907673073784,0.303100311400973,-0.0476251910964049,0.0906788164194987,0.0004029738516423,0.243845963824614,0.490517981846327,0.0014261223593992,0.0228827814090594,0.714941132051618,0.487443879422134,0.0001729230560499,3.01894282493168e-07,5.38001440344978e-12,0.014053379488399681,Proteostasis
GOBP_C_5_METHYLATION_OF_CYTOSINE,0.804609905084855,0.15905278300819,0.140059773205322,0.29766640698529,-0.235581215220361,-0.465203225441814,-0.423210050760745,0.0015100169865472,0.167559757473668,0.22343201218527,0.0112833739766596,0.148653462566212,0.0053664687796728,0.0108774965707704,3.14197599142e-05,0.0061172869199909,0.0001033149630532,0.03035018874487616,Epigenetic
GOBP_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY,-0.345683809318582,-0.0271724056624265,-0.0319040920898367,-0.0826965026512669,-0.0136965506882935,-0.142542592121591,-0.0010654526097967,0.0026242695067488,0.743001301461499,0.700302880204662,0.320131571705605,0.906930451908273,0.226536901091702,0.992743323896247,7.97728763979325e-05,1.10622445019582e-07,1.17142740138299e-05,0.04074267374232717,Structural Stabilization
GOBP_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE,-0.57597882088251,0.0744138395108327,0.114843999778445,-0.200990179396586,-0.0742378837462632,-0.124825526334715,0.0181253814805258,0.0006160372556614,0.372103673098425,0.170312985660929,0.0181569726661136,0.528246552330439,0.290399873623242,0.87743202502537,8.97399194338342e-07,5.74599906856216e-07,9.503266456758959e-11,0.017678758519416526,unknown
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,-0.44400702808651,0.0245672622575831,0.108400660730885,-0.169545005004275,0.160099187669621,-0.0317059641098969,0.154226693841147,3.90995501434273e-06,0.766374404190184,0.192854049541632,0.0437606240912315,0.174129320024044,0.786266395329606,0.190220227184246,0.0017117239154855,8.91880372201078e-06,2.78326483306974e-08,0.0007099939001906489,Lipid Metabolism
GOBP_REGULATION_OF_METAPHASE_PLATE_CONGRESSION,0.852128132053424,-0.001139508701838,0.110373097957363,-0.0527760153829587,-0.020970677016492,-0.629459819281166,-0.405629965067565,0.0031207532186518,0.992146710590286,0.342229005515191,0.648771306921183,0.898088620745594,0.0002793506365528,0.0156471441899389,2.30222863864888e-05,0.0893908130142822,0.0446314384901773,0.044389772188155194,Cell Cycle
GOBP_POSITIVE_REGULATION_OF_HISTONE_H4_ACETYLATION,0.983338563739897,-0.0003916184669484,0.0071871466640881,0.0406801460894103,-0.0559190403714224,-0.286800289310265,-0.107442366348938,0.0024384444490948,0.995554815339658,0.918565150108278,0.563322789817301,0.574272946135669,0.0052500529546263,0.282120237286175,1.75859873584936e-07,7.33856421430491e-05,2.41328065978125e-07,0.03951030298133298,Epigenetic
GOBP_NEGATIVE_REGULATION_OF_HISTONE_H4_ACETYLATION,-0.870571068863372,-0.150598493386176,0.263857482315168,-0.534200967555499,0.746621475863434,-0.0167858422621532,0.540818813339181,2.82060926567961e-07,0.324583425145611,0.0867880661612344,0.0007972839806325,0.000907733614952,0.937880275713523,0.0142105370667769,0.070329797327898,3.95630306499642e-05,1.2333362357965e-08,0.00011882662714455061,Epigenetic
GOBP_POSITIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY,-0.642176615014662,-0.176479256186782,0.177897363197629,-0.50539934380047,0.50969167542443,-0.0764246589825385,0.35541554881247,0.0022884947463074,0.153743949398288,0.150519915114709,0.0001111764234084,0.0045210630422636,0.659799265748648,0.044007445727969,0.0597108579170078,0.0009834622183896,1.38140739887127e-06,0.03807650342513355,unknown
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT,-0.647589430041084,0.0029918140732513,-0.254387050701401,-0.0702074105024002,-0.0836857037755126,0.246414391832643,0.090573789531751,0.002946050690178,0.975021968265386,0.0096583810857725,0.463501530341252,0.536381013188389,0.0720490040537481,0.503493827837886,1.86151514725626e-06,1.77218037161706e-05,4.02070835923567e-05,0.043123646071762944,Metal Binding and Homeostasis
GOBP_REGULATION_OF_OSTEOCLAST_PROLIFERATION,-0.547463744979116,0.151994667936002,-0.0284752450374992,-0.0141044007451105,-0.296926075800734,0.130105795836682,0.0801738186202723,0.0033647671585456,0.222172556457444,0.818021664552868,0.909247515681098,0.0935550775479702,0.458189414382163,0.647106003992022,7.72044556277056e-06,0.0039763580100972,0.0018724445489775,0.046367485494172155,Immune Response
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,-0.218140037809822,-0.0929933542522329,0.0967931168548095,-0.241547999763323,0.213199913854592,-0.187198638125873,0.0818471187720752,0.0018162985683507,0.170124095240028,0.15358371493692,0.0006136908661867,0.0279474735513255,0.0525962486582032,0.391104388261886,0.143979374841034,4.15676506857756e-06,1.72789804318998e-08,0.03345835036744045,Proteostasis
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,-0.370622390020898,-0.0564945363063214,0.15090179905684,-0.229041706035126,0.250675524361928,-0.138523721543987,0.165763894340526,3.52069377522443e-05,0.406484398846126,0.0292932859139976,0.0012436794761711,0.0110360069322208,0.152424351177627,0.0879724250844547,0.0165326564853412,1.13468799310406e-06,3.758349174479021e-09,0.003142368376327432,Proteostasis
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION,0.662038061893099,0.152471951401372,0.0394162335713051,-0.0360417415559395,-0.115522302910621,-0.322778277379243,-0.225614749089234,0.0005038864240499,0.0895812063494625,0.657150805455858,0.684811331553296,0.358958091731852,0.0122511541085344,0.0760237846894371,4.95316366574088e-08,0.0031353218939825,0.0017872600160017,0.015936732186467108,Cell Cycle
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE,-0.566333131540774,-0.219503252949838,0.0084026574478318,-0.24447368085453,0.360107036241225,-0.0835750113950303,-0.0333448029281069,3.21015398843298e-06,0.0181070259216549,0.926196348143738,0.0088428958356601,0.0065182490777331,0.515465533445196,0.794968001795221,1.09623044278229e-05,3.4497373947778e-11,2.80524753871231e-18,0.000650179650118772,unknown
GOBP_INTRACELLULAR_GLUTAMATE_HOMEOSTASIS,0.846939216964669,-0.0602895647447225,-0.114764566525753,-0.0546459282325807,-0.078716798342373,-0.17643517556613,-0.189390736160836,0.002586696587477,0.604539229158985,0.325640122097031,0.638712564179482,0.632503759451095,0.285634290046554,0.252074982416099,0.0002195636164369,0.003720546684563,0.0016488680926415,0.04050129723028908,unknown
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,-0.334882200428686,-0.0602106673369735,0.133716201207599,-0.350205978851257,0.235674371945143,-0.125646146935054,0.255979291228743,0.0001195302317652,0.360150388430117,0.0449553373788476,1.37778194675255e-06,0.0132675747427838,0.178704228512528,0.0074071411967981,0.0274716264983602,6.18991128667973e-06,2.94642573608759e-09,0.00699384667195048,Lipid Metabolism
GOBP_TELOMERIC_LOOP_DISASSEMBLY,0.373889118199257,-0.0657641603712876,-0.0005472430543008,0.0018088970448908,0.0902076240414069,-0.133935032469016,-0.118426266447652,0.0011618090143907,0.490861893751815,0.99541673940236,0.984851004425231,0.503942951149494,0.322160466186124,0.380936497238022,0.0001005428978694,0.019410938446263,0.0120057710964539,0.026089920126999684,unknown
GOBP_ENDOTHELIAL_CELL_MATRIX_ADHESION,-0.668413104689548,0.157524275389963,0.171762259271199,0.125662327259852,-0.132530478169839,-0.0617982192389951,0.0695399844049932,0.0012247381895791,0.074893905481338,0.0527052247237123,0.153384173942321,0.285193146848695,0.616925077245283,0.573625451920744,2.85454145928369e-06,4.84791588358096e-05,0.0005759097036763,0.026928898982561754,Structural Stabilization
GOBP_RESPONSE_TO_THYROID_HORMONE,-0.357268553462338,0.0326557734655908,0.13372158887648,0.0284306370203335,0.007804412054795,-0.138415162377117,-0.0813583655636576,7.70470259054813e-05,0.534923314559578,0.0131509331363017,0.588896939491214,0.916355616168287,0.0662881496047655,0.275952117987526,1.15931237752595e-06,2.76816704367651e-08,3.05792999262154e-10,0.005446035415010262,unknown
GOBP_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS,-0.247416109289554,-0.118541490369321,0.136308940070977,0.0596273784410046,0.226068911746114,-0.131297852154663,-0.121439308146747,0.0009481515544291,0.0781384669365411,0.0436594417640867,0.370923867124487,0.0187131578692858,0.165571222680703,0.199160512170097,0.0402960154643031,0.0003800801255638,5.81143986718701e-06,0.022903514154236883,unknown
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT,-0.771853907999512,0.0341789485612198,0.0862627512365505,0.0864499131363574,0.0704942907146953,0.0869633372626132,-0.141201626289867,0.0004814630918857,0.570342241722538,0.154970600119083,0.154092036488581,0.408540977594097,0.308663486444466,0.100704139517249,9.04584485083319e-09,2.50756407225157e-07,1.07031969635894e-12,0.0156023670268929,Vasculature
GOBP_EPOXIDE_METABOLIC_PROCESS,-0.794982057325077,-0.126202245930183,-0.0038572297517406,-0.157445136127631,0.139780177618528,-0.0574644324289634,0.2700611337702,0.0010021941119026,0.302418887322844,0.974742927088029,0.199351078968803,0.418482913980924,0.7388568020101,0.120751503837429,5.94282536517035e-06,6.96011142537553e-07,7.67059842030968e-05,0.023642988992594708,Lipid Metabolism
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS,-0.512461428211554,-0.032390195741681,0.11649686591599,-0.362049755129856,0.292902129922678,0.0071972854521085,0.291282135005324,4.1970569225789e-05,0.739558095846355,0.234385803841239,0.0004225925223512,0.0368045011696693,0.958323574369303,0.0378212066774202,0.0158283870827879,0.0001967807889924,2.33137533460657e-08,0.0034592650537267878,Epigenetic
GOBP_RENAL_TUBULAR_SECRETION,-0.271569377648529,0.0497064344590907,-0.0978595367071238,0.139648849362858,-0.0661732038554285,0.0560711733129263,-0.122375947335551,0.0003443116221925,0.381489190284829,0.0877447548116545,0.0160866989016327,0.40986304924193,0.48462581165468,0.130082274160908,5.9135529425239e-06,8.32259691412759e-07,6.364022188198e-05,0.012997455214807923,unknown
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION,-0.489171319112193,-0.10982740994983,0.0998513911433122,-0.503392047109529,0.427709140253805,0.0652274367311332,0.452376337302604,0.0007440658939869,0.193892083147962,0.23697359804014,1.12856100561209e-07,0.0006102609105715,0.583156784233616,0.0003121280895505,0.117596012312483,0.003066525987364,8.00348166825329e-07,0.019493786058383165,Mitochondrial Metabolism
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,-0.163602336145985,0.0187288166592493,-0.0243686496253685,-0.0026094952574412,-0.0203337664757252,0.0718251931707824,0.0081483173457055,0.0002877460202819,0.479990796264043,0.358782992983997,0.921444855889967,0.587331786365546,0.0586687460309575,0.827659989362118,8.39429773997001e-07,0.000533974151241,2.44138615024027e-06,0.011672319293959638,Immune Response
GOBP_RESPONSE_TO_INTERLEUKIN_7,-0.556577503710075,-0.276215149954488,0.0747856122839342,-0.443582752755834,0.536667465833004,-0.0066935204860402,0.327251032699361,0.0002335067134888,0.0162234405653566,0.505597807862424,0.0001932449852226,0.0012093699409796,0.966331702515084,0.0425442212543475,0.0185149773448444,0.000102312053083,8.7079081662341e-08,0.010600399596827766,Immune Response
GOBP_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION,-0.431361587986834,-0.103745808696008,0.138247688323425,-0.478277025760736,0.260235397276434,-0.296776021477366,0.266087508572769,0.0001656226858352,0.339398405504183,0.204240314340743,3.66576089014847e-05,0.0926194435294589,0.0559265533885842,0.0856687045965465,0.0107648429588984,4.42597369009441e-08,2.36067870370017e-09,0.00863533726344716,Mitochondrial Metabolism
GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS,-0.312579632731947,0.0282631745569726,-0.0374641074078636,0.0811896770498108,0.03161159741561,0.0703011921288234,0.0065609284053471,0.0005534020777682,0.561461205483497,0.441960659250969,0.0986679508583816,0.645885707743883,0.308530143997786,0.923960412506343,0.0001124528132162,1.90939245051354e-05,0.0005903661058589,0.01662701229175351,Vasculature
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS,-0.42024303197427,-0.0898426659730004,0.140646154999142,-0.192842359191496,0.162600465163063,-0.270003955014407,-0.0146241157918526,2.40127215922523e-05,0.333719489909282,0.132240026676123,0.0405353510026371,0.217129667064139,0.0425092571549702,0.911089043635161,0.0001651016258202,2.5476638572381503e-09,1.00932121175512e-11,0.0025351583003392878,Endolysosome
GOBP_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,0.534952103526414,0.0153924935731892,0.0212314785673746,-0.0100393199319766,-0.34239426518632,-0.0176640342371332,0.0473092608242518,0.0006747810532819,0.861353962676505,0.809651924226514,0.909301613815394,0.007677325561646,0.88729484919491,0.7043980477737,0.0746373507647687,3.90186318857289e-06,9.32075476431511e-07,0.01849769244408191,Synapse
GOBP_PROTEIN_LOCALIZATION_TO_AXON,0.412151760170571,-0.0352543335146454,0.12631315888131,-0.0438455996036127,-0.0986929564596282,-0.349031897383468,0.0002202396028577,0.002535652581508,0.671720547614169,0.132293304634943,0.598300806687086,0.402558930034754,0.0041408354069098,0.998505198474435,0.0104505393176765,0.081243801818853,0.0006941883742467,0.040227604536012845,Synapse
GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,0.261691307274846,-0.0080152133499588,0.140990104564197,-0.173150616031131,-0.013032549036953,-0.349661890526816,0.0404420796380089,0.0017878844103314,0.920781337715065,0.0838272954616864,0.0347775663164202,0.908968586371614,0.0030501128517678,0.722846699550463,0.0027210483233946,0.508968117809069,0.108121856229435,0.03332743116745186,unknown
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,-0.354722334816034,-0.0768135969232868,0.0428445187094667,-0.12601940821535,0.12908043779499,-0.0565922275141574,-0.0316598345350125,1.29458845877876e-06,0.147441296188542,0.416268006748892,0.019145292075684,0.086307075905421,0.447536809514167,0.670388033537504,8.96623904556598e-08,7.343926167269159e-11,1.33177189029788e-19,0.0003563857784433446,unknown
GOBP_DENDRITE_ARBORIZATION,0.441951521875144,0.0515386983015339,0.0850926832198827,-0.149601269972694,-0.320008131479626,-0.268767695221049,0.211173121366079,0.0013008977518382,0.465777072146645,0.230282834383129,0.0372195838597711,0.0020534490936845,0.0088347368822007,0.0375626691601847,0.0819253149770413,0.0095999986442358,4.43732899531554e-07,0.027847673012926673,Synapse
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING,-0.631637007359016,0.0132890342505292,0.0752697930835818,-0.116784071498111,0.167622866712074,-0.0763342368131897,0.0800196611131126,0.0022459393864267,0.854168600668251,0.29995809372883,0.109997927595738,0.104901192892427,0.456318257199224,0.4349737644319,0.000592926048325,1.42402361989183e-06,3.51197147357189e-07,0.03772424144008785,unknown
GOBP_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS,-0.584962944888592,-0.339464317566346,0.0536320094716142,-0.42351935045983,0.390310876551101,-0.272459429711979,0.206752390199385,0.0007556909127105,0.0017624876703578,0.60687155098335,0.0001327674860391,0.0099581039901845,0.0680576493582999,0.163695820330457,6.13271510908149e-05,1.62852497193705e-09,1.7918331102263501e-09,0.019567671859296108,APP Metabolism
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,-0.497064190261185,0.0788888913697934,-0.0576237824331042,0.066813615535482,-0.0956725001734472,0.138965682078131,-0.0686335331883597,0.0005693336627622,0.1985457698547,0.346108096963886,0.275259193664402,0.269349562322318,0.110612054796051,0.426988069538642,3.3940266438796e-08,7.98000242110922e-06,8.36606351547439e-08,0.016890766580877438,Immune Response
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,-0.413001112914317,-0.0905094218924979,-0.0024068702081165,-0.179196670289983,0.213825406817643,-0.0193078074273617,0.128805630454451,9.58676849622182e-05,0.09806172705182,0.964504087490271,0.001502085849753,0.0067296431374656,0.800756558288134,0.0960119653668221,5.02213694098658e-05,1.16837672746137e-09,8.820678758865349e-11,0.006194346368233633,unknown
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,-0.623033787647501,-0.0861084315348668,0.129265814814116,-0.24719508052227,0.326038449070779,-0.14760287714749,0.15450375693892,0.0037778809535694,0.251069727101468,0.0870201729838449,0.0015025860085633,0.0029208032093527,0.165253123530001,0.146672611020378,0.0063523726263379,4.90607295532775e-06,3.42495652215018e-07,0.049611773320440054,Proteostasis
GOBP_REGULATION_OF_RECEPTOR_BINDING,-0.30812671518416,0.0103633078785801,0.0528417258007626,0.0401840456587865,-0.0422754636753917,0.0009212359627982,0.0253927315579942,0.0010397263320447,0.836519331323881,0.294869756285492,0.424798171322948,0.55221789585766,0.989649477984139,0.720801066886483,8.19570674347671e-07,0.0002257237183647,0.0004363967737262,0.02424674710289445,unknown
GOBP_REGULATION_OF_PHENOTYPIC_SWITCHING,0.576657878831987,0.422586533237723,-0.116140830209524,0.240426822152516,-0.442169516564589,-0.126464463005967,-0.0174495870946326,0.0003587408874439,0.0022935909183039,0.384806666523558,0.0749364364978157,0.0217119599801391,0.502848239645751,0.926205578784066,8.40328445821858e-05,0.0183637627539778,1.65258234789512e-08,0.013303728966757588,unknown
GOBP_REGULATION_OF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY,0.911307663370034,0.292329980031609,-0.0625362003332564,-0.0923007983737915,-0.319832805833746,-0.260912493000191,-0.157431739658927,0.0038203352736467,0.0132966642524536,0.587227350212038,0.423667835016148,0.0530108584907043,0.112601896243491,0.335159690565527,2.42809110415427e-05,0.0049875934307714,0.0015780712759964,0.04998475061666416,Cell Cycle
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,-0.447432257269011,-0.0382837558493966,0.150760934938965,-0.415929424730383,0.253851091926632,-0.001791589107115,0.397904871123865,0.002979755232328,0.616714717585008,0.0521433803716369,9.37202109657875e-07,0.0215971412981229,0.986771837223582,0.0004735698761268,0.0382483090040591,0.007644700884923,3.18524364337178e-05,0.04332719794926374,Apoptosis
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,-0.581794110511936,0.0083691545922154,0.191220583799751,-0.336043946062584,0.299034521869259,0.0210358269110532,0.371577304695484,0.0002637190343077,0.926222729602503,0.0377474162603596,0.0004218288013668,0.0221143627793266,0.869287989529366,0.0049337650367351,0.0182938961555092,0.0014838051520358,2.63289323012115e-06,0.01119955189245442,Apoptosis
GOBP_NEGATIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,-0.453205589132651,-0.0160462688848256,0.0406217541643422,-0.0772463273292893,0.0613876512924152,-0.0602475394762991,-0.012101778390609,0.0022342732552339,0.767572840091022,0.455230581854134,0.15812131396221,0.425061803214414,0.433666797485717,0.874728943133619,2.03013822381586e-05,7.79798553352444e-07,1.43761728189344e-08,0.037710522314300374,Apoptosis
GOBP_SUCCINYL_COA_CATABOLIC_PROCESS,-0.687271898685964,-0.12168240850234,0.0370893898294794,-0.350248883351991,0.283690013123473,0.148084568342614,0.290377458409901,2.60003213136464e-06,0.264417277341078,0.732513887043957,0.0019358744851628,0.0681964680547626,0.336220225353591,0.0621143213677878,5.76472648308118e-06,1.45869994758375e-05,1.1154079609016701e-10,0.0005830364408326701,Mitochondrial Metabolism
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,-0.24928439713391,-0.070970842303178,0.105151893256695,-0.210665691098715,0.160495196996432,-0.180477947286097,0.058410746351318,0.0002558289912343,0.274399132728355,0.107295903852254,0.0017209802933723,0.0826953638159062,0.0517349682073314,0.523435480673092,0.0130770560045468,4.59729080156799e-07,4.44931888773226e-10,0.011066764262730623,unknown
