"pathway","rescue","side_effect","beta_FXS","beta_Drug_BAY","beta_Drug_BPN","beta_Drug_BP","beta_FXS_Drug_BAY","beta_FXS_Drug_BPN","beta_FXS_Drug_BP","p_FXS","p_Drug_BAY","p_Drug_BPN","p_Drug_BP","p_FXS_Drug_BAY","p_FXS_Drug_BPN","p_FXS_Drug_BP","combined_p_BAY","combined_p_BPN","combined_p_BP"
"GOMF_HISTONE_H4_METHYLTRANSFERASE_ACTIVITY","Full Rescue","No Side Effect",0.483129204230927,0.112293928612076,0.189376374723918,-0.152603959795116,-0.0862585404699121,-0.421166303437472,-0.085755998426926,0.00549116300348229,0.301465344926297,0.083893988693817,0.161823445248676,0.573419202615131,0.00756869577250426,0.57564895451906,0.000354018228452123,0.0778433182006513,0.0859343712857362
"GOMF_MISMATCH_REPAIR_COMPLEX_BINDING","Partial Rescue","No Side Effect",0.771976170901738,-0.123048133974628,-0.0444939662790501,0.0129930920487489,0.0476007773051349,-0.406637745137642,-0.637010567023829,0.000634084679553819,0.241691101668935,0.670493155570221,0.90105230006017,0.747478909818362,0.00759012146643593,5.78050966636998e-05,5.11622412043006e-06,0.0356873272409649,0.332724303044005
"GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN","Full Rescue","No Side Effect",-0.558634571749161,0.113650303127074,-0.0787018682713027,0.0746792619010394,0.00144217482530226,0.447814876980142,-0.0141188280495793,0.0160530859957777,0.326047223469898,0.495535032151992,0.517746716392709,0.992940317409579,0.00767697492758488,0.930973597940086,0.0155506775107076,0.301256541850679,0.00659287846396284
"GOCC_REPLICATION_FORK","Full Rescue","No Side Effect",0.535734516156757,0.117144957925203,0.0937163413586271,-0.0795673053135467,-0.0653336011911202,-0.399510984467604,-0.186625205689311,0.00322393867439092,0.257361214500752,0.36394466820787,0.440382107397575,0.653638752938103,0.00770394662998908,0.202626820133988,3.27099124097777e-05,0.104037102786023,0.0567071398455651
"GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION","Full Rescue","No Side Effect",0.271386701240568,0.0326134286641014,0.0942159392974308,-0.152090202527698,-0.0106457738248934,-0.308005246268994,-0.127080517943325,0.0153354265380384,0.681193099245951,0.237701692796652,0.0589403629765164,0.924401400985721,0.00771791736647861,0.259850139218961,0.00288555450485177,0.558526743282202,0.936981528890777
"GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT","Partial Rescue","No Side Effect",0.580969265821321,0.11428956982426,0.0755497447253029,0.0415353717780751,-0.0535587704040213,-0.359125963527163,-0.309192431122074,0.000624762850175721,0.220078256100333,0.41591896629436,0.654065862564322,0.68279449216985,0.00779080928825019,0.0209869669674386,2.32000175001628e-07,0.0165393289339952,0.0115668833378553
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION","Partial Rescue","No Side Effect",1.09795631956882,0.141802557493954,0.0120915368064392,0.0896993624122611,-0.217325144089451,-0.345893724981572,-0.0837396860654263,0.00155723263144797,0.116789084766337,0.892517632730472,0.318157521343367,0.0897590499662936,0.00797679781659367,0.508916574412156,1.17198061842146e-07,7.51009605656856e-05,1.0651223150399e-08
"GOCC_SWI_SNF_COMPLEX","Full Rescue","No Side Effect",0.594329544889454,-0.0857639493081695,0.087050889549702,-0.123811832779782,0.0649017084723106,-0.337289797982405,-0.0784673441430725,0.0309156776349533,0.327999526108731,0.320851706401888,0.159712970046967,0.599644928104615,0.00802612044494608,0.525892016841645,0.00501314997824356,0.0922275337948723,0.0550543024695202
"GOBP_DNA_REPLICATION","Full Rescue","No Side Effect",0.365435220722264,0.075164489470896,0.0949413162369287,-0.0898197367981001,0.0115115592414107,-0.338543297131819,-0.142095329240046,0.0109375230766753,0.392617135876372,0.281097985341195,0.307619173254087,0.926014675717535,0.00802749791282504,0.25427171466613,0.000150237849224315,0.307018999370465,0.262933421282934
"GOMF_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON","Full Rescue","No Side Effect",0.223614194572202,0.0700328854825412,0.112080489001615,-0.027053548113634,-0.194781084277766,-0.23021434123644,0.00552895177410351,0.0287382509554211,0.246645658548545,0.066027586132426,0.652934037455469,0.0248876911762218,0.00853930338535229,0.948142501761843,0.254699423338497,0.22428559579983,0.0199003863929644
"GOBP_DNA_STRAND_ELONGATION","Full Rescue","No Side Effect",0.367497534286037,0.0260906033383343,0.0792320752309372,-0.138494804352887,0.0870216860986919,-0.418323084574718,-0.20923511755641,0.0188164189554834,0.81186892809892,0.470662814550731,0.209335661298435,0.574972630927081,0.00875002245582236,0.180285409754017,0.000486655900695685,0.836667044233259,0.885925155251522
"GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION","Full Rescue","No Side Effect",0.420469096267129,0.0668892801289602,0.124653119474823,-0.101418323585594,0.0669944582493864,-0.374708306485358,-0.200069593297619,0.0168272504712061,0.496563325966118,0.20728808947325,0.303805526048898,0.629814394186773,0.00876574119126623,0.153154612056162,0.00012040542167468,0.237171759879462,0.409190191440947
"GOBP_DENDRITE_ARBORIZATION","Partial Rescue","No Side Effect",0.441951521875144,0.0515386983015339,0.0850926832198827,-0.149601269972694,-0.320008131479626,-0.268767695221049,0.211173121366079,0.00130089775183824,0.465777072146645,0.230282834383129,0.0372195838597711,0.00205344909368452,0.00883473688220074,0.0375626691601847,0.0819253149770413,0.0095999986442358,4.43732899531554e-07
"GOMF_DNA_SECONDARY_STRUCTURE_BINDING","Partial Rescue","No Side Effect",0.719549458808457,0.0259855815737733,0.0293207346039896,-0.0377439356575081,-0.0380818271354435,-0.325218180521402,-0.22537482163263,0.000137445596353346,0.761573768135651,0.732109432111007,0.659560570738179,0.753210558753009,0.00906005778646271,0.0664678901009331,4.39122569164322e-09,0.000440679541818381,0.000152870139392684
"GOMF_KINETOCHORE_BINDING","Partial Rescue","No Side Effect",1.03497096331047,0.242910182069563,0.120133092929731,0.224513996436911,-0.151734320063642,-0.48641345962558,-0.360525201346267,0.00235124880805077,0.0619217307767906,0.350556545958913,0.0837918170029216,0.40408686111618,0.00914988511749037,0.0504191466834627,4.25728628418118e-07,0.00267487118294275,5.41687599492009e-05
"GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA","Full Rescue","No Side Effect",0.531791181709946,-0.0360017280816051,0.00278906065427613,-0.0259722411558074,0.0482708949687515,-0.3723647633804,-0.309562088111853,3.74529023426211e-05,0.714662763135406,0.977391790795684,0.791917402359225,0.728861536269994,0.00932630109592351,0.0292620352732324,3.20581526205768e-07,0.127543825426322,0.065234801617508
"GOBP_CELL_CYCLE_PHASE_TRANSITION","Full Rescue","No Side Effect",0.230783904743403,0.0386648478024163,0.091469041863162,-0.141736512657815,0.0208785996047874,-0.28997717479705,-0.0725737809232303,0.03760715423809,0.614496254062997,0.2357182784176,0.0683652149276132,0.847358668416339,0.00936387838875478,0.504169539992934,0.0034219243125926,0.744877522810454,0.868089823467733
"GOBP_REPLICATION_FORK_PROTECTION","Full Rescue","No Side Effect",0.532571861541426,0.0824070490418685,0.0529254323093368,0.0219461888341383,-0.0894626243443018,-0.407078062502446,-0.286996091529737,0.0071418695844964,0.445988451231703,0.624015296523414,0.838803768381258,0.558127586028004,0.00949674654140239,0.0636939695082337,0.000748934414609232,0.252416791335263,0.086150565837082
"GOBP_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION","Full Rescue","No Side Effect",0.565498729060235,-0.0552731250041747,0.084430441827168,0.048933902432446,-0.045860070430175,-0.558041263366584,-0.458499836561108,0.000555707209143361,0.709197738326701,0.569207371319008,0.741245837403788,0.826744507259699,0.00961560131067903,0.0318273492047641,0.00190522324549456,0.538992241636356,0.297168629543506
"GOBP_DNA_TEMPLATED_DNA_REPLICATION","Full Rescue","No Side Effect",0.49250109302449,0.101443071659558,0.0464307436853504,-0.0595633031576028,-0.031154811890492,-0.333949950445831,-0.190733722100829,0.00140466059906809,0.255501613948188,0.601193979653654,0.50284084495116,0.803967338330666,0.00968259926176095,0.132177616880615,1.83454650566474e-06,0.0822706575580754,0.0400533613661171
"GOBP_PROTEIN_LOCALIZATION_TO_CONDENSED_CHROMOSOME","Partial Rescue","No Side Effect",0.726977159768208,0.197600413167235,0.151333498437968,0.0101345382267499,-0.104874248545711,-0.491160614765816,-0.424052271470738,0.000940495800854756,0.134335628719727,0.249692425911315,0.938213451931792,0.571085297399754,0.00980895038478121,0.0247567986160914,1.21977342451122e-06,0.021916473182602,0.0638511062452531
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION","Full Rescue","No Side Effect",0.471442879374756,0.0533403391505837,0.146287916269952,-0.0965092560866815,-0.0305237205534488,-0.34757263475132,-0.109588576408668,0.0364976892876944,0.56501029634187,0.117793699853631,0.299341929459245,0.815679341938333,0.0098480550407966,0.403909755713299,0.00543296066259051,0.128606327831513,0.135555729963986
"GOBP_LIPID_PHOSPHORYLATION","Full Rescue","No Side Effect",0.34292385629754,0.0851993952326486,0.018819859342397,-0.0732479236297861,-0.245602431138324,-0.323807647326938,0.0841110504209604,0.00855698630614894,0.325196988374944,0.827302080969257,0.397151886600115,0.0476433034401613,0.0098538874137186,0.491315560742526,0.0986716387435127,0.731432580689411,0.00137031839526745
"GOBP_INTESTINAL_EPITHELIAL_STRUCTURE_MAINTENANCE","Full Rescue","No Side Effect",-0.574068641184255,0.0459729417901963,0.00386791162831495,0.155096865516641,0.15799877893717,0.329293565370015,0.0526248577967294,0.0125345746228856,0.60191004883237,0.96495298039665,0.0819334302669884,0.207414626613175,0.0101096019436637,0.672729840412182,0.026282985449568,0.148073620342003,0.0278430780289347
"GOBP_DNA_CONFORMATION_CHANGE","Full Rescue","No Side Effect",0.488245301640293,0.0122966658502442,0.0192244939611673,-0.0790932765316128,0.031067476234906,-0.361001639650362,-0.230245931667307,0.00284064238511175,0.898696252747153,0.842252297541702,0.414142657380183,0.820110375210997,0.0101674003672439,0.0956951582910538,3.75355873812314e-05,0.256070663385767,0.165364283361417
"GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","Full Rescue","No Side Effect",0.248303118885173,0.0288600747872052,0.0937804860744261,-0.150777171836938,0.0472892114202188,-0.29106652263677,-0.0647923054917116,0.0374200163601427,0.712217629827954,0.233179352328085,0.0575412881807554,0.669149154728703,0.0104635550259367,0.558490264172107,0.00203516070401338,0.627608631815007,0.755612451364503
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING","Full Rescue","No Side Effect",0.366610606971786,0.0861180781346883,0.0704183612402549,-0.0982878665651287,-0.035435606405372,-0.321106476364841,-0.20453627318899,0.0132776996088036,0.320451282756939,0.415921235561919,0.25741484813178,0.771682557693865,0.010512374883436,0.097671114586294,0.000620096199523101,0.341703457379351,0.600848084398606
"GOCC_RSC_TYPE_COMPLEX","Full Rescue","No Side Effect",0.637112834951929,-0.10818228034009,0.0196553729300955,-0.121901861027836,0.127157536335176,-0.387711775760874,-0.213586992666015,0.00705687369104245,0.301999459560053,0.850607748668195,0.245372838348237,0.390317782501582,0.0105961844755006,0.151307577337615,0.000150866949654698,0.120160568534367,0.081471042677645
"GOBP_CAMP_CATABOLIC_PROCESS","Full Rescue","No Side Effect",0.551352561949983,0.0230082689872969,0.0164274444933696,-0.0595286405647755,-0.186200144517109,-0.280512917529283,-0.0109235671535292,0.0437024624458305,0.761173242298956,0.828170426304621,0.432658685473647,0.085715953139729,0.010769715404614,0.918700119502069,0.0581698801163098,0.160913750628891,0.0189236903356032
"GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_I_BIOSYNTHETIC_PROCESS","Full Rescue","No Side Effect",-0.710195395879653,-0.0900959771079781,-0.132070694169866,-0.101077769145261,0.0869454796221015,0.522108654425931,0.353892054398875,0.00232557293666327,0.523596048936806,0.350747601195071,0.474460736435557,0.663107145058121,0.0108621150807561,0.079818619453447,0.000112010585512234,0.0829625895524333,0.0132545044835653
"GOBP_MEIOTIC_CHROMOSOME_CONDENSATION","Partial Rescue","No Side Effect",0.892417224835648,0.224672522296115,0.0706655841557125,0.0981027303167794,-0.117852927881625,-0.477291482704646,-0.348210927626426,0.000699839531297858,0.0860505073056373,0.585078961861405,0.448994551351653,0.519866313177949,0.0110700106478585,0.0605612240017152,5.292839550069e-08,0.00816191108124825,0.000469483679970149
"GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT","Full Rescue","No Side Effect",0.472907203766086,0.0364497059802511,0.000456069534380066,0.0218356555857534,-0.120283164544495,-0.378824279981035,-0.283590714083607,0.00027919437298534,0.723752547511957,0.996469559161112,0.832256297518969,0.410600224507847,0.0114252321811167,0.0554100811348933,0.000500570489618869,0.397722042259018,0.0589109872876927
"GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION","Partial Rescue","No Side Effect",0.406083756665962,-0.0932845687367072,0.16249531811184,-0.209677608002227,0.0515326426056681,-0.303341964722196,0.0697989509891581,0.0112754476030028,0.26269926284817,0.053514913878389,0.0136434257313693,0.660322913861314,0.0117254566561312,0.551950506327491,0.00389172885512075,0.0355862681234217,0.0349192601889475
"GOBP_GUANINE_METABOLIC_PROCESS","Full Rescue","No Side Effect",0.385661704432055,-0.0492382545279863,0.159856145787723,-0.0826422171548682,-0.112563416629812,-0.478806766042241,-0.220798520122483,0.0085478608699133,0.706829064192471,0.224643209918861,0.528299767386003,0.543572221251579,0.0117629118449702,0.235507311891941,0.102213593338122,0.626256885579723,0.548355113888998
"GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_CONDENSATION","Partial Rescue","No Side Effect",0.987968530655534,0.205891431610267,0.0190339153736208,0.0779305447481585,-0.171346862093671,-0.437971401398206,-0.344290944792902,0.000656485076022054,0.089497508474206,0.873763061517386,0.516065543244772,0.313857803233151,0.0118376640411218,0.0456737111754399,3.99139104124743e-08,0.00224397912819959,0.000106505047091495
"GOCC_CONDENSIN_COMPLEX","Partial Rescue","No Side Effect",0.987968530655534,0.205891431610267,0.0190339153736208,0.0779305447481585,-0.171346862093671,-0.437971401398206,-0.344290944792902,0.000656485076022054,0.089497508474206,0.873763061517386,0.516065543244772,0.313857803233151,0.0118376640411218,0.0456737111754399,3.99139104124743e-08,0.00224397912819959,0.000106505047091495
"GOMF_DAMAGED_DNA_BINDING","Full Rescue","No Side Effect",0.289230575615347,0.00988107879122102,0.169872430908973,-0.134887606643919,0.128816821261763,-0.388428729206111,-0.133545823870853,0.0349705926469711,0.925953818784735,0.11386219450061,0.207564975011554,0.393031085075278,0.0118976174392923,0.376001425105887,0.000682967170196801,0.574853166270015,0.868896699338326
"GOBP_SISTER_CHROMATID_COHESION","Full Rescue","No Side Effect",0.387045402495956,0.0680084953614634,0.0849212266332818,-0.0321061959117074,-0.0449127104709906,-0.384177614387996,-0.311708039287514,0.0155662116552036,0.518591224464472,0.420666721706175,0.760246009768855,0.762765196064677,0.0119111299820224,0.039533086285258,0.00286132421559521,0.523252680870221,0.753257938812201
"GOBP_MITOTIC_SPINDLE_ELONGATION","Full Rescue","No Side Effect",0.689179612516627,0.342743132568809,0.057301043917011,-0.0657204189114996,-0.443249569896005,-0.405838640651161,-0.317272577313653,0.0457816463691082,0.00298808412387616,0.606746324324096,0.555092540332308,0.00631710395424427,0.0119836053481052,0.0472270237005034,0.0263949408359205,0.198851736179284,0.248143100336161
"GOBP_MHC_CLASS_I_BIOSYNTHETIC_PROCESS","Partial Rescue","No Side Effect",-0.739235390598405,-0.170376082389163,-0.127262381110213,-0.182036931411678,0.229230636438557,0.444656392704087,0.330773176192779,0.00218084802616599,0.166161588396538,0.299304740213093,0.139475235933375,0.18740216153503,0.0121318005888422,0.059072394916001,0.000121320464366573,0.0171738724253477,0.000850835235277422
"GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION","Partial Rescue","No Side Effect",0.662038061893099,0.152471951401372,0.0394162335713051,-0.0360417415559395,-0.115522302910621,-0.322778277379243,-0.225614749089234,0.000503886424049941,0.0895812063494625,0.657150805455858,0.684811331553296,0.358958091731852,0.0122511541085344,0.0760237846894371,4.95316366574088e-08,0.00313532189398256,0.00178726001600178
"GOBP_NUCLEUS_LOCALIZATION","Full Rescue","No Side Effect",0.314982386542264,-0.0183956435584914,0.053649225125878,-0.0609201956169723,-0.075359938207789,-0.363819986707651,-0.139512928903568,0.0280757123873355,0.854232070004756,0.592484940461505,0.543474452886013,0.594976381822381,0.012333293782484,0.326393121170161,0.0827086020568364,0.969895182836917,0.368939483828753
"GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS","Full Rescue","No Side Effect",0.238344674869585,0.0446614446265681,0.0500437413352626,0.041784402035366,-0.106469721113646,-0.263764281838276,-0.135598992202504,0.00338907307753621,0.539565497295851,0.492004011884381,0.565924565491572,0.302475144307877,0.0124537756748337,0.190314014713351,0.0189855733239848,0.743512626226089,0.054792943379425
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES","Partial Rescue","No Side Effect",0.689966834852703,0.102366353324274,0.0554160659302753,0.0482796065150043,-0.12459261088128,-0.320795248419007,-0.24824980718514,0.00582697922716938,0.249596390555053,0.531494506589531,0.585505267106408,0.321051031092245,0.0124676717517564,0.0507436128474924,7.58823606018948e-05,0.0118656087031078,0.00368744572481938
"GOBP_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT","Full Rescue","No Side Effect",-0.296472635014197,-0.196107962564771,-0.0994539573475356,0.216814424584712,0.20214324457092,0.375044320685115,-0.130530669163598,0.00917436931451247,0.0615862062591928,0.337891520204855,0.0393915957757844,0.170136851011236,0.0124743662914299,0.373536219151355,0.00658893894547892,0.845122044468963,0.0492708349859181
"GOCC_WASH_COMPLEX","Full Rescue","No Side Effect",0.422681055433773,-0.127525417085754,0.223551268699495,-0.0809690481333012,0.249830637413422,-0.424265565069919,-0.261476116407966,0.04842719699216,0.277884439488617,0.0596719992918424,0.48957957328591,0.134544465375761,0.0124748038644331,0.11763243480867,0.00281371988282142,0.22370711915227,0.660067604428977
"GOBP_CELL_CYCLE_DNA_REPLICATION_INITIATION","Partial Rescue","No Side Effect",1.05235121324571,0.16538305176961,-0.097724997649145,0.0571043774820181,-0.271827311055797,-0.425664442530448,-0.195097105323356,0.00173380576603346,0.162426389120801,0.406615271103737,0.627077763839794,0.105450874692981,0.0125380234216382,0.242742247183874,6.77883529266082e-06,0.0118446329722449,1.35881305262313e-05
"GOBP_S_SHAPED_BODY_MORPHOGENESIS","Full Rescue","No Side Effect",-0.515860474701216,0.035792756202559,-0.0667835071831374,0.10877989826415,0.170981714428403,0.253795948063375,0.0756661587388937,0.0433744754420915,0.609602441140771,0.342007528712177,0.123994444906841,0.0880603349097622,0.0125466176910261,0.445884173137652,0.105694510087134,0.085197754911089,0.0827893885989016
"GOCC_MICROTUBULE_PLUS_END","Partial Rescue","No Side Effect",0.585859735250286,-0.0563272862639391,0.196682907967002,-0.172523733571511,0.0293147066788696,-0.41216368528828,-0.12740628199991,0.00656773016872735,0.62122538602127,0.0879962311383022,0.133440046205039,0.855585185244661,0.012673971915383,0.430093788882044,0.000841230768541502,0.02690818588328,0.0875804963865375
"GOCC_DNA_REPAIR_COMPLEX","Full Rescue","No Side Effect",0.490813627088249,-0.0886236884381359,0.0705417042672089,-0.00218153928641773,0.106828907901086,-0.441235812165292,-0.342945743390144,0.00491329697225723,0.468597019330102,0.563699858255901,0.985734604367653,0.536487939225208,0.0127418591344847,0.0504972765431595,0.000630393884151944,0.419878202214982,0.327915987921082
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE","Full Rescue","No Side Effect",0.265257772937434,0.0430932344278492,0.109777775090497,-0.0847639119917974,-0.0266067480359847,-0.280778622731521,-0.107571263301644,0.0290675377931443,0.579907739639417,0.161430154366179,0.278014783668235,0.80885047317235,0.0128651404163373,0.329864595159679,0.00763108079295372,0.372090751975897,0.489855318886697
"GOCC_TROPONIN_COMPLEX","Partial Rescue","No Side Effect",-0.642413617950841,-0.144662223373422,-0.210840884018119,0.0266921981822674,0.0847579425133221,0.385476914414315,0.251150374729497,0.00548016302673792,0.178691927359437,0.0519266861437469,0.802616493625139,0.575032092531149,0.012873790593615,0.100040344134431,3.58124234959069e-05,0.00590971310793412,0.0319204257208422
"GOBP_DNA_REPLICATION_INITIATION","Partial Rescue","No Side Effect",0.608615792530822,0.0787557639983442,0.0692488523617748,-0.0734051670061271,-0.0505679795757724,-0.350735934074742,-0.106268976685565,0.00206043726183256,0.418998701537965,0.477056797861593,0.451135017720524,0.713080208996858,0.012916406955407,0.440540408317175,8.44055576828722e-06,0.0221444321366817,0.00270029838017251
"GOBP_COMMA_SHAPED_BODY_MORPHOGENESIS","Partial Rescue","No Side Effect",-0.775555836036586,0.0819651942332022,0.0361653177574148,0.178069868142719,0.182220798523252,0.237499834438975,0.117414234220953,0.0205986996245782,0.21600322811469,0.583191296310591,0.00860697633314832,0.0539717269640191,0.0129377812305353,0.210203294585215,0.0220600580745179,0.0246467183112549,0.0316173698641935
"GOMF_PROFILIN_BINDING","Full Rescue","No Side Effect",0.469514838924343,-0.0678553292238948,0.132453095143712,-0.0466157377083051,0.0827969201897979,-0.43652334608991,-0.209958068234942,0.0100699916069982,0.575709642670218,0.276391474697596,0.700424352895634,0.629064141870895,0.0130085234742169,0.223040034555032,0.00183161988404438,0.287229247136431,0.170768185225601
"GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS","Full Rescue","No Side Effect",-0.425684830161913,0.094026411118079,-0.0207001704415942,0.150391860609719,0.0653412135545432,0.321633198329199,-0.0567511793474114,0.0182669281352157,0.295682121649579,0.817135747279229,0.0967308197252316,0.606097970871078,0.0132868010824387,0.654164591211602,0.063173887762898,0.384118623950592,0.0205304054570066
"GOCC_ACTIVIN_RECEPTOR_COMPLEX","Full Rescue","No Side Effect",0.58057903783146,-0.227686464805797,0.0154500201150513,-0.009252858411396,0.134772968783251,-0.334341188966288,-0.418159568170381,0.0362751153581374,0.0170810676787466,0.868349078396926,0.920918477685308,0.308635009686154,0.0134385972804677,0.00229102104905691,0.0205241350964372,0.213819060605096,0.466853149406761
"GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION","Partial Rescue","No Side Effect",0.493049413224338,-0.0733787037826001,0.142658795267976,-0.187209953906306,-0.0377537487614106,-0.345383152146843,0.0361202901474313,0.00469426329048434,0.447130829254713,0.14205939996404,0.0555691030720383,0.781662005081324,0.01345139458444,0.790878759144618,0.00497904194536304,0.0327712182001644,0.0119179202627615
"GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION","Full Rescue","No Side Effect",0.356701270204972,-0.0703536213374543,0.152634232852279,-0.355191253242072,0.106905155791877,-0.362363654157241,0.0705544504615161,0.0446661059006608,0.487707089347851,0.135045112533201,0.000816859340700521,0.456022361927269,0.0135833368401263,0.622296055018087,0.00980254632284223,0.334420191091948,0.636007086617043
"GOBP_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III","Full Rescue","No Side Effect",0.326678888212468,-0.220143468136003,0.108197800140208,-0.260083258277956,0.395546078088011,-0.46572791052871,-0.313171700897819,0.0343770144543742,0.0950635926829188,0.407825230654676,0.0496201074234211,0.0352001243554938,0.0137937474265132,0.0931681127340745,0.000526035730120318,0.831292750000882,0.0886172897842493
"GOCC_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX","Full Rescue","No Side Effect",0.326678888212468,-0.220143468136003,0.108197800140208,-0.260083258277956,0.395546078088011,-0.46572791052871,-0.313171700897819,0.0343770144543742,0.0950635926829188,0.407825230654676,0.0496201074234211,0.0352001243554938,0.0137937474265132,0.0931681127340745,0.000526035730120318,0.831292750000882,0.0886172897842493
"GOMF_DNA_HELICASE_ACTIVITY","Full Rescue","No Side Effect",0.589781408890491,0.0105062371564986,-0.0330485363404501,-0.0661973768431497,0.00763202403661288,-0.359064598986519,-0.244335366430782,0.00056375173813255,0.916873983559643,0.742774810968822,0.511524037783636,0.957242823072525,0.0139437542674157,0.0899286592364009,2.55669665196885e-06,0.126168844110642,0.0307274808577842
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION","Full Rescue","No Side Effect",0.368628923079003,0.126404135761201,0.0843979066163046,0.00213742365869094,-0.0624108304468515,-0.291829904630489,-0.136677937901666,0.00370829189233268,0.126368506396943,0.304823419663734,0.979175312361734,0.590377843653623,0.014027974230773,0.240611824347465,3.43098439024299e-05,0.122679571200602,0.0249850934383543
"GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING","Full Rescue","No Side Effect",0.267867186454755,0.0329110454635684,0.0230257896965273,-0.123928236431027,-0.0182888602773012,-0.296057717411609,-0.173994276092004,0.044365924335447,0.692924292118222,0.782262541105365,0.140373728240673,0.876620161580664,0.0142675511880187,0.143211883049543,0.0155123689267991,0.964706525950126,0.796796618947737
"GOBP_MITOTIC_SISTER_CHROMATID_COHESION","Full Rescue","No Side Effect",0.46694413302099,-0.0239517034153749,0.0889886801679002,-0.00246268803738825,0.0905013686442397,-0.459290533147501,-0.365463572551644,0.00327525945187346,0.852967708391031,0.491887252845117,0.984794458443354,0.620786589650151,0.0142734741356389,0.0491245171934652,0.000176826563940472,0.496939116051249,0.486421243894778
"GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER","Full Rescue","No Side Effect",0.3551686668868,-0.114243146334648,0.127848317491604,-0.181967804281735,0.130111183676663,-0.446135244656448,-0.0811763354661874,0.0100524764766431,0.364458519901438,0.310570011269793,0.150722631948195,0.464637364373667,0.0142883034291118,0.647785599515444,0.00425742321808915,0.77630821281823,0.478356766115232
"GOBP_REGULATION_OF_HEPATOCYTE_APOPTOTIC_PROCESS","Full Rescue","No Side Effect",0.58389021647692,-0.0600706959069481,0.110428327130313,0.408759555297385,-0.0509000056630685,-0.4915915797369,-0.772118781841827,0.000285510136762017,0.664619071535559,0.42632266674289,0.00434086497757028,0.794946771336841,0.0143691668901676,0.00020140704357066,0.000965548153108439,0.157133963309963,0.123797890317779
"GOBP_HISTONE_H3_K9_METHYLATION","Full Rescue","No Side Effect",0.424623930628946,-0.0890666354743141,0.108246328192109,-0.0451782246792545,0.203778482047545,-0.361851529935239,-0.122494223410255,0.0384972667758856,0.38382247980842,0.290595926150257,0.657919013206637,0.160983500897103,0.0144042129503869,0.39695968026196,0.00143378455311856,0.312106468045467,0.128832914361969
"GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA","Full Rescue","No Side Effect",0.371737157636723,-0.000580498844940428,0.0505018325608264,-0.0603171055744054,0.0532041483854424,-0.313745084597001,-0.209792111973306,0.00164718367247555,0.994768892896431,0.568948065205215,0.496559903791209,0.671144449379059,0.0145595657738332,0.097681666487731,2.90362700402798e-05,0.285112113927784,0.316700735329342
"GOCC_LATERAL_ELEMENT","Partial Rescue","No Side Effect",0.854594512955702,0.201334273667587,0.0499101420576763,0.126668195991451,-0.330456631645544,-0.298928079500123,-0.259989812858235,6.37474714795318e-10,0.01985269744553,0.555249003594923,0.137415706662232,0.00730102522998012,0.0146965484143181,0.0327924903821538,1.14164984653502e-15,2.28243262520878e-11,1.66274231489948e-15
"GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION","Partial Rescue","No Side Effect",-0.647193031360489,-0.165623782712467,-0.145612823738565,-0.157477051576044,0.29147135807582,0.349394820631859,0.181324850605722,0.0198301466342566,0.0978663063767534,0.144550274841665,0.115122581563145,0.0406376966511248,0.0148541000801699,0.197991477269622,0.010546475633096,0.0296239435657624,0.00223027118195785
